name,location,description,rating,url,wikiUrl,
Ibiza Hotel,"Amman
","Ibiza Hotel is located in Amman, 1.8 miles from US Embassy, and has a shared lounge. The 2-star hotel has air-conditioned rooms with a private bathroom and free WiFi.",8.6,https://www.booking.com/hotel/jo/ibiza.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=44&hpos=44&sr_order=popularity&srepoch=1556914474&srpvid=8fa58e54eff00143&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Antika Amman Hotel,"Amman
","Antika Amman Hotel is located in the heart of the old city of Amman; on the edge of Rainbow Street, 5 minutes walking distance from Downtown Amman. Guests can enjoy the on-site snack bar.",7.6,https://www.booking.com/hotel/jo/antika-amman.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=45&hpos=45&sr_order=popularity&srepoch=1556914474&srpvid=8fa58e54eff00143&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Thousand Nights Hotel,"Amman
","Thousand Nights Hotel is located in Amman, 1.6 mi from Alf Laila Wa Layla Turkish Bath. The hotel has a terrace and sauna, and guests can enjoy a meal at the restaurant.",8.3,https://www.booking.com/hotel/jo/thousand-nights.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=46&hpos=46&sr_order=popularity&srepoch=1556914474&srpvid=8fa58e54eff00143&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Ibis Amman,"Amman
","Ibis Amman offers contemporary accommodations across from Amman Mall, surrounded by the city’s business and diplomatic district.",7.1,https://www.booking.com/hotel/jo/ibis-amman.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=47&hpos=47&sr_order=popularity&srepoch=1556914474&srpvid=8fa58e54eff00143&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Villa Dia - Guest House,"Amman
",Villa Dia - Guest House is located in Amman. Free WiFi access is available. Each room here will provide you with air conditioning and a mini-bar.,8.6,https://www.booking.com/hotel/jo/villa-dia.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=48&hpos=48&sr_order=popularity&srepoch=1556914474&srpvid=8fa58e54eff00143&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Corp Amman Hotel,"Amman
","Across Royal Cultural Center on Queen Alia Street, Corp Amman Hotel features free Wi-Fi, an outdoor pool and a gym. It has a tour desk that arranges local excursions to Jerash, Petra and Aqaba.",7.9,https://www.booking.com/hotel/jo/crop-executive.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=49&hpos=49&sr_order=popularity&srepoch=1556914474&srpvid=8fa58e54eff00143&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Farah Hotel,"Amman
","The Farah Hotel is a small hotel in downtown Amman, offering simple accommodation that is good value for money.  The hotel is in a great location to explore the historical city.",7.3,https://www.booking.com/hotel/jo/farah-amman.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=50&hpos=50&sr_order=popularity&srepoch=1556914474&srpvid=8fa58e54eff00143&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Nomads Hotel,"Amman
","Located in Amman, Nomads Hotel provides free WiFi. Featuring a terrace, the hostel is close to several noted attractions, around a 5-minute walk from Rainbow Street, half a mile from Hashem Restaurant...",9.3,https://www.booking.com/hotel/jo/nomads-amman.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=51&hpos=1&sr_order=popularity&srepoch=1556914602&srpvid=a3a88e94afea0157&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Downtown Hotel Apartments,"Amman
","Downtown Hotel Apartments provides a fitness room, as well as air-conditioned accommodations in Amman. Free WiFi is available. The units have a fully equipped kitchen with a microwave and a fridge.",9.2,https://www.booking.com/hotel/jo/downtown-apartments.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=52&hpos=2&sr_order=popularity&srepoch=1556914602&srpvid=a3a88e94afea0157&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Seven Roses Hotel,"Amman
","Featuring free WiFi and a terrace, Seven Roses Hotel is a luxurious 4-star hotel in the center of Amman’s business district and it is only 5 minutes’ walk from Cozmo Shop Mall.",8.3,https://www.booking.com/hotel/jo/seven-roses-amman.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=53&hpos=3&sr_order=popularity&srepoch=1556914602&srpvid=a3a88e94afea0157&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
W Amman,"Amman
","Located in the heart of Abdali, Amman’s up and coming new downtown - W Amman uniquely stands tall as a contemporary and bold architectural statement, offering stunning views of bustling city’s seven...",8.9,https://www.booking.com/hotel/jo/w-amman.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=54&hpos=4&sr_order=popularity&srepoch=1556914602&srpvid=a3a88e94afea0157&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Olive Tree Hotel Amman,"Amman
","Set in Amman, 1.3 mi from US Embassy , Olive Tree Hotel Amman features a terrace and fitness center. Guests can enjoy the on-site snack bar. Free private parking is available on site.",7.4,https://www.booking.com/hotel/jo/olive-tree-amman.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=55&hpos=5&sr_order=popularity&srepoch=1556914602&srpvid=a3a88e94afea0157&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Landmark Amman Hotel & Conference Center,"Amman
","The elegant Landmark Amman Hotel & Conference Center is in the heart of the diplomatic and business districts of Amman. It features free Wi-Fi, an outdoor pool, and a spa.",8.4,https://www.booking.com/hotel/jo/landmark-amman.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=56&hpos=6&sr_order=popularity&srepoch=1556914602&srpvid=a3a88e94afea0157&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Uptown Hotel Apartment,"Amman
","Located in Amman, Uptown Modern Furnished Apartments offers self-catering accommodations. The property is a 2-minute walk from Al Madina el Monawara Street and 2.4 mi from City Mall .",8,https://www.booking.com/hotel/jo/toledo-real-estate-management.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=57&hpos=7&sr_order=popularity&srepoch=1556914602&srpvid=a3a88e94afea0157&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
The Signature Hotel,"Amman
","Offering free WiFi and a bar, The Signature Hotel offers rooms in Amman, 1.2 miles from The Jordan Museum and 1.3 miles from Hashem Restaurant.",8.4,https://www.booking.com/hotel/jo/the-signature-firas-palace-amman1.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=58&hpos=8&sr_order=popularity&srepoch=1556914602&srpvid=a3a88e94afea0157&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Prime Hotel,"Amman
","Featuring modern accommodations, Prime Hotel is located in Shmeisani. Free WiFi access is available in the rooms. Each room here will provide you with a flat-screen TV, air conditioning and a...",7.6,https://www.booking.com/hotel/jo/prime.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=59&hpos=9&sr_order=popularity&srepoch=1556914602&srpvid=a3a88e94afea0157&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Bristol Hotel,"Abdoun, Amman
","The Bristol Hotel is in central Amman, close to the city’s business and commercial district. This 5-star hotel offers comfortable rooms, Wi-Fi for an additional fee and free parking.",8.1,https://www.booking.com/hotel/jo/bristol.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=60&hpos=10&sr_order=popularity&srepoch=1556914602&srpvid=a3a88e94afea0157&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,http://www.wikidata.org/entity/Q1578141
Janty Apartments,"Amman
","With city views, Janty Apartments is located in Amman and has accommodations with a kitchen. Free WiFi is featured.",9,https://www.booking.com/hotel/jo/achammisani-apartment.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=61&hpos=11&sr_order=popularity&srepoch=1556914602&srpvid=a3a88e94afea0157&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Century Park Hotel,"Amman
","With direct city views from its panoramic terrace, Century Park provides modern accommodations at the heart of Amman’s diplomatic district.",7.1,https://www.booking.com/hotel/jo/century-park.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=62&hpos=12&sr_order=popularity&srepoch=1556914602&srpvid=a3a88e94afea0157&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Baden Hotel Suites,"Amman
",Baden Hotel Suites is located in Amman and offers self-catering accommodations. Free WiFi access is available.,8,https://www.booking.com/hotel/jo/wazzan-appartment.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=63&hpos=13&sr_order=popularity&srepoch=1556914602&srpvid=a3a88e94afea0157&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Sheraton Amman Al-Nabil Hotel,"Abdoun, Amman
","Located in the 5th circle in the heart of Amman's embassy and business district, this luxurious 5-star hotel offers indoor and outdoor pools, a spa and gym.",8.4,https://www.booking.com/hotel/jo/sheraton-amman-al-nabil-and-towers.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=64&hpos=14&sr_order=popularity&srepoch=1556914602&srpvid=a3a88e94afea0157&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Sandy Palace Hotel,"Amman
","1.5 miles from Temple of Hercules and the Roman Corinthian Column, Sandy Palace Hotel is located in Amman and provides free WiFi and concierge services.",8.1,https://www.booking.com/hotel/jo/sandy-palace-amman.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=65&hpos=15&sr_order=popularity&srepoch=1556914602&srpvid=a3a88e94afea0157&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Meneur Hotel,"Amman
","8 minutes’ walk from Sameh Mall, Meneur Hotel is located in Amman. The property features a  free WiFi. The famous Roman Theater and Amman historic city center are a 20-minute drive away.",8.3,https://www.booking.com/hotel/jo/meneur.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=66&hpos=16&sr_order=popularity&srepoch=1556914602&srpvid=a3a88e94afea0157&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Four Seasons Hotel Amman,"Amman
","Located on the highest hill of Amman, Four Seasons Hotel Amman features luxurious accommodations with panoramic views of the city. It offers indoor and outdoor pools, a gym, a spa and a squash court.",8.5,https://www.booking.com/hotel/jo/four-seasons-amman.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=67&hpos=17&sr_order=popularity&srepoch=1556914602&srpvid=a3a88e94afea0157&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Gerasa Hotel,"Amman
","Featuring an outside seasonal Swimming pool with a waterfall, Gerasa Hotel offers modern accommodations on University Street in Amman. Guests can enjoy free WiFi throughout the property.",8.3,https://www.booking.com/hotel/jo/gerasa.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=68&hpos=18&sr_order=popularity&srepoch=1556914602&srpvid=a3a88e94afea0157&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Harir Palace Hotel,"Amman
","Harir Palace Hotel is the most recent hotel in Amman, established in 2017, conveniently located in Dahyet Al-Rasheed, about 30 minutes by car from Queen Alia international Airport, high-end...",8.6,https://www.booking.com/hotel/jo/harir-palace.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=69&hpos=19&sr_order=popularity&srepoch=1556914602&srpvid=a3a88e94afea0157&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Elite Risedency,"Amman
","Located 2.2 miles from US Embassy, Elite Risedency offers accommodations with a balcony, as well as a fitness center and a garden. Complimentary WiFi is available.",9.2,https://www.booking.com/hotel/jo/elite-risedency.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=70&hpos=20&sr_order=popularity&srepoch=1556914602&srpvid=a3a88e94afea0157&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Nairoukh Hotel,"Amman
","Located within 2.5 miles of Al Hussein National Park and 2.7 miles of Royal Automobiles Museum, Nairoukh Hotel has rooms in Amman. This 3-star hotel offers a 24-hour front desk and room service.",8.5,https://www.booking.com/hotel/jo/nairoukh.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=71&hpos=21&sr_order=popularity&srepoch=1556914602&srpvid=a3a88e94afea0157&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Aljamal Hotel,"Amman
","Al Jamal Hotel is a new boutique hotel located in the heart of Amman and is near many important places in the city such as the United Nations building, Jordanian University and opposite the King...",8.7,https://www.booking.com/hotel/jo/aljamal.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=72&hpos=22&sr_order=popularity&srepoch=1556914602&srpvid=a3a88e94afea0157&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Sama Paris Hotel,"Amman
","8 minutes’ walk from Safeway market, Sama Paris Hotel is located in Amman. The property offers free WiFi and elegant accommodations.",7.8,https://www.booking.com/hotel/jo/sama-paris.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=73&hpos=23&sr_order=popularity&srepoch=1556914602&srpvid=a3a88e94afea0157&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
ALQIMAH Modern Apartments,"Amman
","Located 5 miles from Al Hussein National Park and 5 miles from Royal Automobiles Museum, ALQIMAH Modern Apartments offers free WiFi and units equipped with a kitchen and seating area.",9,https://www.booking.com/hotel/jo/elegant-modern-apartment-infront-of-jordan-univeristy.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=74&hpos=24&sr_order=popularity&srepoch=1556914602&srpvid=a3a88e94afea0157&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Crystal Suites,"Amman
","Situated at the Fifth Circle in the heart of Amman, Crystal Suites offers modern rooms with air conditioning and a flat-screen TV. Facilities include a 24-hour reception.",8.1,https://www.booking.com/hotel/jo/crystal-suites.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=75&hpos=25&sr_order=popularity&srepoch=1556914602&srpvid=a3a88e94afea0157&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Kempinski Hotel Amman,"Amman
","This hotel is located in Shmeisani, Amman’s central business district. It features a 24-hour gym, a spa and 3 restaurants. The rooms offer panoramic Amman city views.",7.7,https://www.booking.com/hotel/jo/kempinski-amman.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=76&hpos=26&sr_order=popularity&srepoch=1556914602&srpvid=a3a88e94afea0157&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Misk Hotel,"Amman
",The modern Misk Hotel is less than 4.3 mi from Amman's center. It features an International restaurant and cozy rooms decorated in soft colors with flat-screen TVs.,8.3,https://www.booking.com/hotel/jo/misk.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=77&hpos=27&sr_order=popularity&srepoch=1556914602&srpvid=a3a88e94afea0157&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
City Rose Hotel Suites,"Amman
","Featuring free WiFi, City Rose Hotel Suites is located along Al Madinah Al Munawarah Street, 0.6 mi away from Amman Mall. Queen Alia International Airport is a 40-minute drive from the property.",8.8,https://www.booking.com/hotel/jo/city-rose-suites.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=78&hpos=28&sr_order=popularity&srepoch=1556914602&srpvid=a3a88e94afea0157&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Abjar Hotel,"Amman
","Abjar Hotel is located in Jabal Al Hussein area in the heart of Amman, and features a seasonal outdoor swimming pool. Business facilities are provided, and Wi-Fi is available in the entire hotel.",7.5,https://www.booking.com/hotel/jo/abjar.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=79&hpos=29&sr_order=popularity&srepoch=1556914602&srpvid=a3a88e94afea0157&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Aqarco Shmeisani Apartments,"Amman
","Located in Amman, Aqarco Shmeisani Apartments features free WiFi and units equipped with a kitchen, balcony and seating area.",8.7,https://www.booking.com/hotel/jo/mayaseen-furnished-apartments.html?label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=80&hpos=30&sr_order=popularity&srepoch=1556914602&srpvid=a3a88e94afea0157&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
